node1,node2,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
ACAT2,DLAT,0.046,0.0,0.0,0.0,0.099,0.0,0.9,0.543,0.955
ACAT2,HMGCR,0.154,0.0,0.0,0.0,0.244,0.0,0.0,0.776,0.844
ACAT2,CTLA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.545
ACAT2,FASN,0.0,0.0,0.0,0.0,0.064,0.068,0.0,0.395,0.426
ACAT2,PDHB,0.043,0.0,0.0,0.0,0.352,0.0,0.0,0.14,0.42
ACAT2,ACSS1,0.054,0.0,0.0,0.0,0.109,0.0,0.9,0.295,0.932
ACAT2,MDH2,0.0,0.0,0.0,0.0,0.104,0.056,0.0,0.384,0.434
ACAT2,CFD,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.518,0.525
ACAT2,MCCC2,0.093,0.0,0.0,0.0,0.474,0.0,0.0,0.188,0.578
ACAT2,DHCR7,0.0,0.0,0.0,0.0,0.292,0.0,0.0,0.63,0.726
ACAT2,FDPS,0.0,0.0,0.0,0.0,0.577,0.0,0.0,0.721,0.877
ACAT2,ACSL1,0.069,0.0,0.0,0.0,0.166,0.129,0.0,0.226,0.407
ACAT2,ALDOA,0.0,0.0,0.0,0.0,0.054,0.344,0.0,0.133,0.415
ACAT2,MTTP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435,0.435
ACAT2,CPT2,0.0,0.0,0.0,0.0,0.063,0.174,0.0,0.354,0.456
ACAT2,HSD17B4,0.093,0.0,0.0,0.0,0.231,0.246,0.0,0.18,0.511
ACAT2,PCCB,0.093,0.0,0.0,0.0,0.396,0.0,0.0,0.193,0.52
ACAT2,PCCA,0.078,0.0,0.0,0.0,0.184,0.362,0.0,0.124,0.523
ACAT2,FHIT,0.0,0.0,0.0,0.0,0.062,0.562,0.0,0.062,0.58
ACAT2,PAICS,0.113,0.0,0.0,0.0,0.179,0.57,0.0,0.0,0.659
ACAT2,IVD,0.055,0.0,0.0,0.0,0.296,0.102,0.0,0.5,0.661
ACAT2,LSS,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.7,0.728
ACAT2,NSDHL,0.0,0.0,0.0,0.0,0.252,0.058,0.0,0.648,0.73
ACAT2,FDFT1,0.0,0.0,0.0,0.0,0.28,0.056,0.0,0.72,0.793
ACAT2,SUCLG2,0.048,0.0,0.0,0.0,0.076,0.0,0.8,0.143,0.829
ACAT2,SUCLA2,0.048,0.0,0.0,0.0,0.093,0.0,0.8,0.143,0.832
ACAT2,SUCLG1,0.123,0.0,0.0,0.0,0.086,0.078,0.8,0.208,0.861
ACAT2,HADH,0.093,0.036,0.261,0.0,0.351,0.52,0.0,0.539,0.886
ACAT2,ALDH6A1,0.0,0.0,0.0,0.0,0.266,0.0,0.9,0.058,0.924
ACAT2,HMGCL,0.049,0.0,0.0,0.0,0.088,0.0,0.9,0.397,0.94
ACAT2,HADHA,0.057,0.022,0.0,0.0,0.127,0.251,0.9,0.6,0.97
ACCS,PSAT1,0.059,0.0,0.0,0.0,0.062,0.078,0.0,0.44,0.483
ACCS,AGXT,0.111,0.0,0.0,0.0,0.143,0.102,0.0,0.359,0.503
ACCS,PHGDH,0.06,0.0,0.0,0.0,0.066,0.189,0.0,0.642,0.711
ACE,CD4,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.518,0.53
ACE,SIRT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425,0.425
ACE,HMOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457,0.457
ACE,CTSG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52
ACE,GLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.504
ACE,MMP2,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.545,0.554
ACE,PLAT,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.596,0.606
ACE,TGFB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.635,0.635
ACE,PON1,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.518,0.526
ACE,SERPINE1,0.0,0.0,0.0,0.0,0.0,0.057,0.0,0.724,0.728
ACE,MPO,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.523,0.534
ACE,CCL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.609,0.609
ACE,IFNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.467
ACE,GAPDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.518,0.518
ACE,PRTN3,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.556,0.565
ACE,CTSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483,0.483
ACE,APOA1,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.519,0.529
ACE,TTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454,0.454
ACE,CAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.601,0.601
ACE,PTGIS,0.0,0.0,0.0,0.0,0.052,0.056,0.0,0.385,0.401
ACE,C3,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.393,0.412
ACE,CMA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.823,0.823
ACE,APOE,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.72,0.726
ACE,LGALS3,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.393,0.403
ACE,CRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.855,0.855
ACE,SLC3A1,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.505,0.515
ACE,CYP2C9,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.414,0.423
ACE,MSTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0.502
ACE,PPIG,0.0,0.0,0.0,0.0,0.049,0.0,0.0,0.459,0.463
ACE,VWF,0.0,0.0,0.0,0.0,0.097,0.0,0.0,0.602,0.625
ACE,SLC6A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423,0.422
ACE,ITGA2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456,0.456
ACE,ATP4A,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.734,0.739
ACE,MAPK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497,0.497
ACE,IL1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.602
ACE,SELP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.476,0.476
ACE,LRP2,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.403,0.423
ACE,KDR,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.505,0.515
ACE,BCHE,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.521,0.531
ACE,SI,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.684,0.699
ACE,FGF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425,0.425
ACE,KLKB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554,0.554
ACE,ICAM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.61
ACE,KNG1,0.0,0.0,0.0,0.0,0.049,0.0,0.8,0.914,0.982
ACE,ENPEP,0.0,0.0,0.0,0.0,0.082,0.0,0.0,0.656,0.671
ACE,EGF,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.67,0.681
ACE,IDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619,0.619
ACE,TP53,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.393,0.407
ACE,ERBB2,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.409,0.422
ACE,REN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967,0.967
ACE,EGFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.429
ACE,CRH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544,0.544
ACE,SERPING1,0.0,0.0,0.0,0.0,0.085,0.057,0.0,0.602,0.626
ACE,PTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.681,0.681
ACE,GJA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.403
ACE,DDAH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428,0.428
ACE,APP,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.578,0.588
ACE,AKR1B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556,0.556
ACE,SST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.419,0.418
ACE,PPARG,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.78,0.785
ACE,HMGCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565,0.565
ACE,CYP2D6,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.391,0.4
ACE,F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4
ACE,NPR1,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.391,0.404
ACE,SCNN1A,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.393,0.406
ACE,LPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406,0.406
ACE,HIF1A,0.0,0.0,0.0,0.0,0.049,0.0,0.0,0.407,0.411
ACE,MTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.414
ACE,HSD11B2,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.403,0.416
ACE,BACE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418,0.418
ACE,LDLR,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.399,0.419
ACE,THRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.421,0.421
ACE,PTGS1,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.407,0.422
ACE,TLR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43
ACE,SLC12A1,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.42,0.433
ACE,NPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439,0.439
ACE,CASP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.442,0.442
ACE,MMP1,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.432,0.445
ACE,JUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.447,0.447
ACE,IRS1,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.437,0.449
ACE,FOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451,0.451
ACE,CREB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452,0.452
ACE,DDAH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454,0.454
ACE,CALM1,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.451,0.457
ACE,SCNN1G,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.446,0.459
ACE,PFAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459,0.459
ACE,ESR1,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.456,0.467
ACE,THBD,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.457,0.469
ACE,DDX6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469,0.469
ACE,VDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471,0.471
ACE,GLP1R,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.459,0.471
ACE,CALCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475,0.475
ACE,SERPINC1,0.0,0.0,0.0,0.0,0.0,0.057,0.0,0.47,0.478
ACE,MMP3,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.473,0.484
ACE,EDNRB,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.483,0.494
ACE,SLC2A4,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.486,0.497
ACE,NOS1,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.499,0.51
ACE,SLC12A3,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.503,0.513
ACE,PPARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.517,0.517
ACE,CYP3A4,0.0,0.0,0.0,0.0,0.064,0.056,0.0,0.505,0.524
ACE,SELE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528,0.528
ACE,LCN2,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.517,0.528
ACE,IL10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53
ACE,CHIT1,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.521,0.532
ACE,POMC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559,0.559
ACE,PDE5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.562,0.562
ACE,COMT,0.0,0.0,0.0,0.0,0.0,0.213,0.0,0.47,0.565
ACE,KLK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565,0.565
ACE,P2RY12,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.556,0.565
ACE,IGF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566,0.566
ACE,ADRB2,0.0,0.0,0.0,0.0,0.049,0.0,0.0,0.562,0.566
ACE,F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566,0.566
ACE,AKT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.577,0.577
ACE,EDNRA,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.573,0.583
ACE,PTGS2,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.572,0.583
ACE,ELN,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.58,0.588
ACE,VCAM1,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.593,0.602
ACE,ANPEP,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.581,0.606
ACE,TNNI3,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.601,0.609
ACE,F2,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.608,0.613
ACE,GPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.617,0.617
ACE,ADRB1,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.61,0.618
ACE,NPEPPS,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.611,0.62
ACE,MMP9,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.602,0.621
ACE,SLC15A2,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.625,0.633
ACE,ACHE,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.626,0.634
ACE,FN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.638,0.638
ACE,CPN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.662,0.662
ACE,PREP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.685
ACE,PLG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.685
ACE,MGAM,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.683,0.69
ACE,IL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706,0.706
ACE,TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707,0.707
ACE,MTHFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733,0.733
ACE,NPPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.76
ACE,DPP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.761,0.761
ACE,SLC15A1,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.77,0.775
ACE,NOS3,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.8,0.804
ACE,EDN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.804,0.804
ACE,INS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.858,0.858
ACE,ALB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.859,0.859
ACE,NR3C2,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.86,0.863
ACE,MME,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.862,0.865
ACE,BDKRB2,0.0,0.0,0.0,0.0,0.062,0.491,0.0,0.764,0.878
ACE,AGTR2,0.0,0.0,0.0,0.0,0.062,0.213,0.0,0.895,0.916
ACE,AGTR1,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.922,0.924
ACE,RHOA,0.0,0.0,0.0,0.0,0.0,0.941,0.0,0.399,0.963
ACE,AGT,0.0,0.0,0.0,0.0,0.062,0.822,0.9,0.94,0.998
ACE2,CEACAM1,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.406,0.42
ACE2,SERPIND1,0.0,0.0,0.0,0.0,0.0,0.057,0.0,0.407,0.416
ACE2,CCL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435,0.435
ACE2,VTN,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.609,0.617
ACE2,CAT,0.0,0.0,0.0,0.0,0.0,0.272,0.0,0.306,0.473
ACE2,CMA1,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.78,0.784
ACE2,APOE,0.0,0.0,0.0,0.0,0.082,0.0,0.0,0.408,0.434
ACE2,CRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48
ACE2,SLC3A1,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.419,0.445
ACE2,IL1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.432,0.432
ACE2,KNG1,0.0,0.0,0.0,0.0,0.06,0.675,0.0,0.654,0.885
ACE2,SLC1A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.429
ACE2,ENPEP,0.0,0.0,0.0,0.0,0.173,0.0,0.0,0.648,0.696
ACE2,IDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423,0.423
ACE2,REN,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.965,0.966
ACE2,VCAM1,0.0,0.0,0.0,0.0,0.052,0.0,0.0,0.403,0.41
ACE2,ALB,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.557,0.663
ACE2,NOS3,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.581,0.59
ACE2,ANPEP,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.703,0.71
ACE2,ACHE,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.41,0.42
ACE2,NPEPPS,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.533,0.544
ACE2,CTSL,0.0,0.0,0.0,0.0,0.052,0.0,0.0,0.582,0.587
ACE2,FN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43
ACE2,CALM1,0.0,0.0,0.0,0.0,0.051,0.486,0.0,0.595,0.785
ACE2,NR3C2,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.435,0.447
ACE2,DPP4,0.0,0.0,0.0,0.0,0.062,0.0,0.8,0.903,0.98
ACE2,AGT,0.0,0.0,0.0,0.0,0.063,0.845,0.9,0.878,0.998
ACE2,PREP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714,0.714
ACE2,AGTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879,0.879
ACE2,MMP9,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.423,0.436
ACE2,NPPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.589,0.589
ACE2,SLC15A1,0.0,0.0,0.239,0.0,0.112,0.0,0.0,0.637,0.733
ACE2,EDN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.671
ACE2,INS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579,0.579
ACE2,IL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516,0.516
ACE2,NOS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427,0.427
ACE2,RHOA,0.0,0.0,0.0,0.0,0.0,0.256,0.0,0.27,0.433
ACE2,AKT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443,0.443
ACE2,BDKRB2,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.437,0.453
ACE2,TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471,0.471
ACE2,FURIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.525
ACE2,SLC15A2,0.0,0.0,0.244,0.0,0.066,0.0,0.0,0.545,0.65
ACE2,AGTR1,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.865,0.868
ACE2,SLC1A7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923,0.924
ACE2,MME,0.0,0.0,0.242,0.0,0.062,0.0,0.8,0.754,0.96
ACHE,CYP24A1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.509,0.518
ACHE,GSR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4
ACHE,PON1,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.659,0.667
ACHE,CAT,0.0,0.0,0.0,0.0,0.049,0.0,0.0,0.674,0.677
ACHE,FAAH,0.0,0.0,0.0,0.0,0.076,0.0,0.0,0.396,0.418
ACHE,CANX,0.0,0.0,0.0,0.0,0.0,0.325,0.0,0.184,0.426
ACHE,APOE,0.0,0.0,0.0,0.0,0.088,0.0,0.0,0.701,0.715
ACHE,SLC6A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.417,0.417
ACHE,TYR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468,0.468
ACHE,IL1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508,0.508
ACHE,SLC5A7,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.611,0.63
ACHE,SI,0.045,0.0,0.0,0.0,0.053,0.0,0.0,0.604,0.61
ACHE,CP,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.438,0.443
ACHE,CHKA,0.0,0.0,0.0,0.0,0.062,0.0,0.9,0.113,0.909
ACHE,IDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.447,0.447
ACHE,SLC6A3,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.442,0.454
ACHE,APP,0.0,0.0,0.0,0.0,0.092,0.801,0.0,0.759,0.952
ACHE,SST,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.529,0.556
ACHE,ALB,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.809,0.814
ACHE,SLC18A2,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.405,0.418
ACHE,CHRFAM7A,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.423,0.436
ACHE,COMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4
ACHE,MME,0.0,0.0,0.0,0.0,0.052,0.0,0.0,0.399,0.406
ACHE,HRH3,0.0,0.0,0.0,0.0,0.146,0.0,0.0,0.336,0.41
ACHE,CDK5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413,0.413
ACHE,NTRK1,0.0,0.0,0.0,0.0,0.048,0.062,0.0,0.398,0.416
ACHE,GSK3B,0.0,0.0,0.0,0.0,0.048,0.062,0.0,0.408,0.425
ACHE,FOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.429
ACHE,CHRNA4,0.0,0.0,0.0,0.0,0.118,0.0,0.0,0.381,0.431
ACHE,GPX4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45
ACHE,DRD2,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.417,0.451
ACHE,GRIN1,0.0,0.0,0.0,0.0,0.186,0.0,0.0,0.353,0.451
ACHE,PREP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458,0.457
ACHE,HTR1A,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.425,0.458
ACHE,CHRM4,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.418,0.46
ACHE,GPX7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.463
ACHE,NTSR2,0.0,0.0,0.0,0.0,0.108,0.0,0.0,0.424,0.464
ACHE,AKT1,0.0,0.0,0.0,0.0,0.048,0.062,0.0,0.449,0.465
ACHE,INS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469,0.469
ACHE,CHRM2,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.461,0.474
ACHE,PTGS2,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.467,0.477
ACHE,CREB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515,0.515
ACHE,GPT,0.0,0.0,0.0,0.0,0.109,0.124,0.0,0.431,0.517
ACHE,CALCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.519,0.519
ACHE,TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.521,0.521
ACHE,CHRNB2,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.492,0.521
ACHE,SNCA,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.503,0.526
ACHE,CNR1,0.0,0.0,0.0,0.0,0.115,0.0,0.0,0.488,0.527
ACHE,FN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529,0.529
ACHE,CASP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53
ACHE,IL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536,0.536
ACHE,DBH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.547,0.547
ACHE,CA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.563,0.563
ACHE,CHRNA7,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.553,0.563
ACHE,NPY,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.561,0.579
ACHE,MAPT,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.557,0.582
ACHE,CHRM1,0.0,0.0,0.0,0.0,0.146,0.0,0.0,0.556,0.605
ACHE,MGAM,0.045,0.0,0.0,0.0,0.053,0.0,0.0,0.603,0.609
ACHE,CHRNA2,0.0,0.0,0.0,0.0,0.049,0.0,0.0,0.615,0.618
ACHE,MAOA,0.047,0.0,0.0,0.0,0.096,0.0,0.0,0.603,0.628
ACHE,BDNF,0.0,0.0,0.0,0.0,0.052,0.0,0.0,0.661,0.664
ACHE,MAOB,0.047,0.0,0.0,0.0,0.107,0.0,0.0,0.662,0.687
ACHE,TH,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.688,0.694
ACHE,BACE1,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.687,0.695
ACHE,HSPG2,0.0,0.0,0.0,0.0,0.052,0.142,0.0,0.702,0.737
ACHE,PHOSPHO1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9
ACHE,CHKB,0.0,0.0,0.0,0.0,0.062,0.0,0.9,0.073,0.905
ACHE,CHAT,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.925,0.927
ACSL1,DECR1,0.0,0.0,0.0,0.0,0.49,0.068,0.0,0.482,0.733
ACSL1,GCDH,0.051,0.0,0.0,0.0,0.138,0.137,0.0,0.285,0.428
ACSL1,EHHADH,0.052,0.0,0.0,0.0,0.105,0.104,0.0,0.624,0.676
ACSL1,CAT,0.0,0.0,0.0,0.0,0.101,0.388,0.0,0.28,0.569
ACSL1,GOT2,0.0,0.0,0.0,0.0,0.168,0.0,0.0,0.417,0.495
ACSL1,LMAN1,0.0,0.0,0.0,0.0,0.0,0.371,0.0,0.134,0.432
ACSL1,ACSS2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.657,0.671
ACSL1,FABP4,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.563,0.573
